Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCA_049744075.1_ASM4974407v1_genomic,GCA_049744095.1_ASM4974409v1_genomic,GCA_049744115.1_ASM4974411v1_genomic,GCA_049744195.1_ASM4974419v1_genomic,GCA_049744215.1_ASM4974421v1_genomic,GCA_049744235.1_ASM4974423v1_genomic,GCA_049744295.1_ASM4974429v1_genomic,GCA_049744305.1_ASM4974430v1_genomic,GCA_049744355.1_ASM4974435v1_genomic,GCA_049744415.1_ASM4974441v1_genomic,GCA_049744425.1_ASM4974442v1_genomic,GCA_049744475.1_ASM4974447v1_genomic,GCA_049744535.1_ASM4974453v1_genomic,GCA_049744555.1_ASM4974455v1_genomic,GCA_049744575.1_ASM4974457v1_genomic,GCA_049744655.1_ASM4974465v1_genomic,GCA_049744675.1_ASM4974467v1_genomic,GCA_049744695.1_ASM4974469v1_genomic,GCA_049744775.1_ASM4974477v1_genomic,GCA_049744795.1_ASM4974479v1_genomic,GCA_049744815.1_ASM4974481v1_genomic,GCA_049744875.1_ASM4974487v1_genomic,GCA_049744915.1_ASM4974491v1_genomic,GCA_049744935.1_ASM4974493v1_genomic,GCA_049744995.1_ASM4974499v1_genomic,GCA_049745015.1_ASM4974501v1_genomic,GCA_049745055.1_ASM4974505v1_genomic,GCA_049745115.1_ASM4974511v1_genomic,GCA_049745135.1_ASM4974513v1_genomic,GCA_049745155.1_ASM4974515v1_genomic,GCA_049745215.1_ASM4974521v1_genomic,GCA_049745255.1_ASM4974525v1_genomic,GCA_049745275.1_ASM4974527v1_genomic,GCA_049745315.1_ASM4974531v1_genomic,GCA_049745375.1_ASM4974537v1_genomic,GCA_049745395.1_ASM4974539v1_genomic
nirD,nirD,nitrite reductase small subunit NirD,36,36,1.0,6,181,,,,327,327,327.0,PELDJG_22045,IDBKBP_19375,LPINFE_16540,ECBHDB_17610,DADOMI_18225,ELDHGE_19660,MDPJHN_19505,HFNKEK_19675,AIPMEA_22740,AKMJEK_19440,PAKNIB_19475,NPKKGL_19665,NCNPLN_20435,HICFFN_21650,PDGMNN_19710,LNCDGL_19475,MOCNOJ_19520,MBAGMH_19270,FCFEDA_19950,KIAGOF_19680,LGENEP_18860,BOACPM_19685,GEHLKP_19195,HGDNEH_19470,KDBOED_22625,CCFJDI_17600,OJCCDD_19115,MLAAMA_23455,OHBKOH_18430,CMGKAF_19095,BMJMLA_18375,OMOEPE_07475,CODKGK_18780,CMJGGH_19900,JAPNBN_19170,GMMDCK_19195
group_1627,,Lipoprotein,36,36,1.0,6,180,,,,420,420,420.0,PELDJG_19165,IDBKBP_19150,LPINFE_16315,ECBHDB_17385,DADOMI_18000,ELDHGE_19435,MDPJHN_19280,HFNKEK_19450,AIPMEA_20000,AKMJEK_19215,PAKNIB_19250,NPKKGL_19440,NCNPLN_20210,HICFFN_20690,PDGMNN_19485,LNCDGL_19250,MOCNOJ_19295,MBAGMH_19045,FCFEDA_19725,KIAGOF_19455,LGENEP_18635,BOACPM_19460,GEHLKP_18970,HGDNEH_19245,KDBOED_20540,CCFJDI_17375,OJCCDD_18890,MLAAMA_20965,OHBKOH_18205,CMGKAF_18870,BMJMLA_18150,OMOEPE_07250,CODKGK_18555,CMJGGH_19675,JAPNBN_18945,GMMDCK_18970
glpE,glpE,thiosulfate sulfurtransferase GlpE,36,36,1.0,6,179,,,,327,327,327.0,PELDJG_19175,IDBKBP_19160,LPINFE_16325,ECBHDB_17395,DADOMI_18010,ELDHGE_19445,MDPJHN_19290,HFNKEK_19460,AIPMEA_20010,AKMJEK_19225,PAKNIB_19260,NPKKGL_19450,NCNPLN_20220,HICFFN_20700,PDGMNN_19495,LNCDGL_19260,MOCNOJ_19305,MBAGMH_19055,FCFEDA_19735,KIAGOF_19465,LGENEP_18645,BOACPM_19470,GEHLKP_18980,HGDNEH_19255,KDBOED_20550,CCFJDI_17385,OJCCDD_18900,MLAAMA_20975,OHBKOH_18215,CMGKAF_18880,BMJMLA_18160,OMOEPE_07260,CODKGK_18565,CMJGGH_19685,JAPNBN_18955,GMMDCK_18980
ompR,ompR,two-component system response regulator OmpR,36,36,1.0,6,178,,,,720,720,720.0,PELDJG_19255,IDBKBP_19240,LPINFE_16405,ECBHDB_17475,DADOMI_18090,ELDHGE_19525,MDPJHN_19370,HFNKEK_19540,AIPMEA_20090,AKMJEK_19305,PAKNIB_19340,NPKKGL_19530,NCNPLN_20300,HICFFN_20780,PDGMNN_19575,LNCDGL_19340,MOCNOJ_19385,MBAGMH_19135,FCFEDA_19815,KIAGOF_19545,LGENEP_18725,BOACPM_19550,GEHLKP_19060,HGDNEH_19335,KDBOED_20630,CCFJDI_17465,OJCCDD_18980,MLAAMA_21055,OHBKOH_18295,CMGKAF_18960,BMJMLA_18240,OMOEPE_07340,CODKGK_18645,CMJGGH_19765,JAPNBN_19035,GMMDCK_19060
dprA,dprA,DNA-protecting protein DprA,36,36,1.0,6,177,,,,1125,1125,1125.0,PELDJG_22220,IDBKBP_22925,LPINFE_16890,ECBHDB_23515,DADOMI_23045,ELDHGE_22810,MDPJHN_23460,HFNKEK_22870,AIPMEA_22915,AKMJEK_22795,PAKNIB_22810,NPKKGL_22815,NCNPLN_23465,HICFFN_22705,PDGMNN_22955,LNCDGL_22930,MOCNOJ_22985,MBAGMH_22970,FCFEDA_22925,KIAGOF_22845,LGENEP_23070,BOACPM_20035,GEHLKP_23445,HGDNEH_23235,KDBOED_23040,CCFJDI_23395,OJCCDD_23025,MLAAMA_23635,OHBKOH_23215,CMGKAF_23900,BMJMLA_23370,OMOEPE_21590,CODKGK_23725,CMJGGH_23585,JAPNBN_23515,GMMDCK_23570
group_1626,,DUF4153 domain-containing protein,36,36,1.0,6,176,,,,1710,1710,1710.0,PELDJG_19270,IDBKBP_19255,LPINFE_16420,ECBHDB_17490,DADOMI_18105,ELDHGE_19540,MDPJHN_19385,HFNKEK_19555,AIPMEA_20105,AKMJEK_19320,PAKNIB_19355,NPKKGL_19545,NCNPLN_20315,HICFFN_20795,PDGMNN_19590,LNCDGL_19355,MOCNOJ_19400,MBAGMH_19150,FCFEDA_19830,KIAGOF_19560,LGENEP_18740,BOACPM_19565,GEHLKP_19075,HGDNEH_19350,KDBOED_20645,CCFJDI_17480,OJCCDD_18995,MLAAMA_21070,OHBKOH_18310,CMGKAF_18975,BMJMLA_18255,OMOEPE_07355,CODKGK_18660,CMJGGH_19780,JAPNBN_19050,GMMDCK_19075
thiH,thiH,2-iminoacetate synthase ThiH,36,36,1.0,6,175,,,,1134,1134,1134.0,PELDJG_21840,IDBKBP_22710,LPINFE_23380,ECBHDB_23290,DADOMI_22520,ELDHGE_22595,MDPJHN_23245,HFNKEK_22655,AIPMEA_22540,AKMJEK_22580,PAKNIB_22595,NPKKGL_22600,NCNPLN_23250,HICFFN_21445,PDGMNN_22740,LNCDGL_22715,MOCNOJ_22770,MBAGMH_22600,FCFEDA_22710,KIAGOF_22630,LGENEP_22855,BOACPM_22990,GEHLKP_23225,HGDNEH_23020,KDBOED_22425,CCFJDI_22970,OJCCDD_22810,MLAAMA_23255,OHBKOH_23000,CMGKAF_19300,BMJMLA_23155,OMOEPE_20165,CODKGK_23505,CMJGGH_20105,JAPNBN_23300,GMMDCK_23355
yheO,yheO,Uncharacterized protein YheO,36,36,1.0,6,174,,,,723,723,723.0,PELDJG_21930,IDBKBP_19490,LPINFE_16655,ECBHDB_17725,DADOMI_18340,ELDHGE_19775,MDPJHN_19620,HFNKEK_19790,AIPMEA_22625,AKMJEK_19555,PAKNIB_19590,NPKKGL_19780,NCNPLN_20550,HICFFN_21535,PDGMNN_19825,LNCDGL_19590,MOCNOJ_19635,MBAGMH_19385,FCFEDA_20065,KIAGOF_19795,LGENEP_18975,BOACPM_19800,GEHLKP_19310,HGDNEH_19585,KDBOED_22510,CCFJDI_17715,OJCCDD_19230,MLAAMA_23340,OHBKOH_18545,CMGKAF_19210,BMJMLA_18490,OMOEPE_07590,CODKGK_18895,CMJGGH_20015,JAPNBN_19285,GMMDCK_19310
ugpE,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,36,36,1.0,6,173,,,,846,846,846.0,PELDJG_19040,IDBKBP_19030,LPINFE_16195,ECBHDB_17265,DADOMI_17880,ELDHGE_19315,MDPJHN_19160,HFNKEK_19330,AIPMEA_19880,AKMJEK_19095,PAKNIB_19130,NPKKGL_19320,NCNPLN_20090,HICFFN_20570,PDGMNN_19360,LNCDGL_19130,MOCNOJ_19175,MBAGMH_18925,FCFEDA_19600,KIAGOF_19330,LGENEP_18510,BOACPM_19340,GEHLKP_18850,HGDNEH_19125,KDBOED_20420,CCFJDI_17255,OJCCDD_18770,MLAAMA_20845,OHBKOH_18085,CMGKAF_18750,BMJMLA_18030,OMOEPE_07125,CODKGK_18430,CMJGGH_19555,JAPNBN_18825,GMMDCK_18850
rpsD,rpsD,30S ribosomal protein S4,36,36,1.0,6,172,,,,621,621,621.0,PELDJG_22275,IDBKBP_22980,LPINFE_16835,ECBHDB_23570,DADOMI_23100,ELDHGE_22865,MDPJHN_23515,HFNKEK_22925,AIPMEA_22970,AKMJEK_22850,PAKNIB_22865,NPKKGL_22870,NCNPLN_23520,HICFFN_22760,PDGMNN_23010,LNCDGL_22985,MOCNOJ_23040,MBAGMH_23025,FCFEDA_22980,KIAGOF_22900,LGENEP_23125,BOACPM_19980,GEHLKP_23500,HGDNEH_23290,KDBOED_23095,CCFJDI_23450,OJCCDD_23080,MLAAMA_23690,OHBKOH_23270,CMGKAF_23955,BMJMLA_23425,OMOEPE_21645,CODKGK_23780,CMJGGH_23640,JAPNBN_23570,GMMDCK_23625
zntR,zntR,Zn(2+)-responsive transcriptional regulator,36,36,1.0,6,171,,,,426,426,426.0,PELDJG_22255,IDBKBP_22960,LPINFE_16855,ECBHDB_23550,DADOMI_23080,ELDHGE_22845,MDPJHN_23495,HFNKEK_22905,AIPMEA_22950,AKMJEK_22830,PAKNIB_22845,NPKKGL_22850,NCNPLN_23500,HICFFN_22740,PDGMNN_22990,LNCDGL_22965,MOCNOJ_23020,MBAGMH_23005,FCFEDA_22960,KIAGOF_22880,LGENEP_23105,BOACPM_20000,GEHLKP_23480,HGDNEH_23270,KDBOED_23075,CCFJDI_23430,OJCCDD_23060,MLAAMA_23670,OHBKOH_23250,CMGKAF_23935,BMJMLA_23405,OMOEPE_21625,CODKGK_23760,CMJGGH_23620,JAPNBN_23550,GMMDCK_23605
ggt,ggt,gamma-glutamyltransferase,36,36,1.0,6,170,,,,1743,1743,1743.0,PELDJG_19060,IDBKBP_19050,LPINFE_16215,ECBHDB_17285,DADOMI_17900,ELDHGE_19335,MDPJHN_19180,HFNKEK_19350,AIPMEA_19900,AKMJEK_19115,PAKNIB_19150,NPKKGL_19340,NCNPLN_20110,HICFFN_20590,PDGMNN_19380,LNCDGL_19150,MOCNOJ_19195,MBAGMH_18945,FCFEDA_19620,KIAGOF_19350,LGENEP_18530,BOACPM_19360,GEHLKP_18870,HGDNEH_19145,KDBOED_20440,CCFJDI_17275,OJCCDD_18790,MLAAMA_20865,OHBKOH_18105,CMGKAF_18770,BMJMLA_18050,OMOEPE_07145,CODKGK_18450,CMJGGH_19575,JAPNBN_18845,GMMDCK_18870
group_1625,ydcZ,DUF606 domain-containing protein,36,36,1.0,6,169,,,,972,972,972.0,PELDJG_19070,IDBKBP_19060,LPINFE_16225,ECBHDB_17295,DADOMI_17910,ELDHGE_19345,MDPJHN_19190,HFNKEK_19360,AIPMEA_19910,AKMJEK_19125,PAKNIB_19160,NPKKGL_19350,NCNPLN_20120,HICFFN_20600,PDGMNN_19390,LNCDGL_19160,MOCNOJ_19205,MBAGMH_18955,FCFEDA_19630,KIAGOF_19360,LGENEP_18540,BOACPM_19370,GEHLKP_18880,HGDNEH_19155,KDBOED_20450,CCFJDI_17285,OJCCDD_18800,MLAAMA_20875,OHBKOH_18115,CMGKAF_18780,BMJMLA_18060,OMOEPE_07155,CODKGK_18460,CMJGGH_19585,JAPNBN_18855,GMMDCK_18880
aroK,aroK,shikimate kinase AroK,36,36,1.0,6,168,,,,522,522,522.0,PELDJG_19330,IDBKBP_19315,LPINFE_16480,ECBHDB_17550,DADOMI_18165,ELDHGE_19600,MDPJHN_19445,HFNKEK_19615,AIPMEA_20165,AKMJEK_19380,PAKNIB_19415,NPKKGL_19605,NCNPLN_20375,HICFFN_20855,PDGMNN_19650,LNCDGL_19415,MOCNOJ_19460,MBAGMH_19210,FCFEDA_19890,KIAGOF_19620,LGENEP_18800,BOACPM_19625,GEHLKP_19135,HGDNEH_19410,KDBOED_20705,CCFJDI_17540,OJCCDD_19055,MLAAMA_21130,OHBKOH_18370,CMGKAF_19035,BMJMLA_18315,OMOEPE_07415,CODKGK_18720,CMJGGH_19840,JAPNBN_19110,GMMDCK_19135
rplV,rplV,50S ribosomal protein L22,36,36,1.0,6,167,,,,333,333,333.0,PELDJG_22370,IDBKBP_23075,LPINFE_16740,ECBHDB_23665,DADOMI_23195,ELDHGE_22960,MDPJHN_23610,HFNKEK_23020,AIPMEA_23065,AKMJEK_22945,PAKNIB_22960,NPKKGL_22965,NCNPLN_23615,HICFFN_22855,PDGMNN_23105,LNCDGL_23080,MOCNOJ_23135,MBAGMH_23120,FCFEDA_23075,KIAGOF_22995,LGENEP_23220,BOACPM_19885,GEHLKP_23595,HGDNEH_23385,KDBOED_23190,CCFJDI_23545,OJCCDD_23175,MLAAMA_23785,OHBKOH_23365,CMGKAF_24050,BMJMLA_23520,OMOEPE_21740,CODKGK_23875,CMJGGH_23735,JAPNBN_23665,GMMDCK_23720
envZ,envZ,two-component system sensor histidine kinase EnvZ,36,36,1.0,6,166,,,,1353,1353,1353.0,PELDJG_19260,IDBKBP_19245,LPINFE_16410,ECBHDB_17480,DADOMI_18095,ELDHGE_19530,MDPJHN_19375,HFNKEK_19545,AIPMEA_20095,AKMJEK_19310,PAKNIB_19345,NPKKGL_19535,NCNPLN_20305,HICFFN_20785,PDGMNN_19580,LNCDGL_19345,MOCNOJ_19390,MBAGMH_19140,FCFEDA_19820,KIAGOF_19550,LGENEP_18730,BOACPM_19555,GEHLKP_19065,HGDNEH_19340,KDBOED_20635,CCFJDI_17470,OJCCDD_18985,MLAAMA_21060,OHBKOH_18300,CMGKAF_18965,BMJMLA_18245,OMOEPE_07345,CODKGK_18650,CMJGGH_19770,JAPNBN_19040,GMMDCK_19065
rplK,rplK,50S ribosomal protein L11,36,36,1.0,6,165,,,,429,429,429.0,PELDJG_21880,IDBKBP_22750,LPINFE_23420,ECBHDB_23330,DADOMI_22560,ELDHGE_22635,MDPJHN_23285,HFNKEK_22695,AIPMEA_22580,AKMJEK_22620,PAKNIB_22635,NPKKGL_22640,NCNPLN_23290,HICFFN_21485,PDGMNN_22780,LNCDGL_22755,MOCNOJ_22810,MBAGMH_22640,FCFEDA_22750,KIAGOF_22670,LGENEP_22895,BOACPM_23030,GEHLKP_23265,HGDNEH_23060,KDBOED_22465,CCFJDI_23010,OJCCDD_22850,MLAAMA_23295,OHBKOH_23040,CMGKAF_19260,BMJMLA_23195,OMOEPE_20205,CODKGK_23545,CMJGGH_20065,JAPNBN_23340,GMMDCK_23395
rplC,rplC,50S ribosomal protein L3,36,36,1.0,6,164,,,,630,630,630.0,PELDJG_22395,IDBKBP_23100,LPINFE_16715,ECBHDB_23690,DADOMI_23220,ELDHGE_22985,MDPJHN_23635,HFNKEK_23045,AIPMEA_23090,AKMJEK_22970,PAKNIB_22985,NPKKGL_22990,NCNPLN_23640,HICFFN_22880,PDGMNN_23130,LNCDGL_23105,MOCNOJ_23160,MBAGMH_23145,FCFEDA_23100,KIAGOF_23020,LGENEP_23245,BOACPM_19860,GEHLKP_23620,HGDNEH_23410,KDBOED_23215,CCFJDI_23570,OJCCDD_23200,MLAAMA_23810,OHBKOH_23390,CMGKAF_24075,BMJMLA_23545,OMOEPE_21765,CODKGK_23900,CMJGGH_23760,JAPNBN_23690,GMMDCK_23745
rpsQ,rpsQ,30S ribosomal protein S17,36,36,1.0,6,163,,,,255,255,255.0,PELDJG_22350,IDBKBP_23055,LPINFE_16760,ECBHDB_23645,DADOMI_23175,ELDHGE_22940,MDPJHN_23590,HFNKEK_23000,AIPMEA_23045,AKMJEK_22925,PAKNIB_22940,NPKKGL_22945,NCNPLN_23595,HICFFN_22835,PDGMNN_23085,LNCDGL_23060,MOCNOJ_23115,MBAGMH_23100,FCFEDA_23055,KIAGOF_22975,LGENEP_23200,BOACPM_19905,GEHLKP_23575,HGDNEH_23365,KDBOED_23170,CCFJDI_23525,OJCCDD_23155,MLAAMA_23765,OHBKOH_23345,CMGKAF_24030,BMJMLA_23500,OMOEPE_21720,CODKGK_23855,CMJGGH_23715,JAPNBN_23645,GMMDCK_23700
crp,crp,cAMP-activated global transcriptional regulator CRP,36,36,1.0,6,162,,,,633,633,633.0,PELDJG_22000,IDBKBP_19420,LPINFE_16585,ECBHDB_17655,DADOMI_18270,ELDHGE_19705,MDPJHN_19550,HFNKEK_19720,AIPMEA_22695,AKMJEK_19485,PAKNIB_19520,NPKKGL_19710,NCNPLN_20480,HICFFN_21605,PDGMNN_19755,LNCDGL_19520,MOCNOJ_19565,MBAGMH_19315,FCFEDA_19995,KIAGOF_19725,LGENEP_18905,BOACPM_19730,GEHLKP_19240,HGDNEH_19515,KDBOED_22580,CCFJDI_17645,OJCCDD_19160,MLAAMA_23410,OHBKOH_18475,CMGKAF_19140,BMJMLA_18420,OMOEPE_07520,CODKGK_18825,CMJGGH_19945,JAPNBN_19215,GMMDCK_19240
group_1624,kefB,glutathione-regulated potassium-efflux system protein KefB,36,36,1.0,6,161,,,,1806,1806,1806.0,PELDJG_21955,IDBKBP_19465,LPINFE_16630,ECBHDB_17700,DADOMI_18315,ELDHGE_19750,MDPJHN_19595,HFNKEK_19765,AIPMEA_22650,AKMJEK_19530,PAKNIB_19565,NPKKGL_19755,NCNPLN_20525,HICFFN_21560,PDGMNN_19800,LNCDGL_19565,MOCNOJ_19610,MBAGMH_19360,FCFEDA_20040,KIAGOF_19770,LGENEP_18950,BOACPM_19775,GEHLKP_19285,HGDNEH_19560,KDBOED_22535,CCFJDI_17690,OJCCDD_19205,MLAAMA_23365,OHBKOH_18520,CMGKAF_19185,BMJMLA_18465,OMOEPE_07565,CODKGK_18870,CMJGGH_19990,JAPNBN_19260,GMMDCK_19285
rplO,rplO,50S ribosomal protein L15,36,36,1.0,6,160,,,,435,435,435.0,PELDJG_22300,IDBKBP_23005,LPINFE_16810,ECBHDB_23595,DADOMI_23125,ELDHGE_22890,MDPJHN_23540,HFNKEK_22950,AIPMEA_22995,AKMJEK_22875,PAKNIB_22890,NPKKGL_22895,NCNPLN_23545,HICFFN_22785,PDGMNN_23035,LNCDGL_23010,MOCNOJ_23065,MBAGMH_23050,FCFEDA_23005,KIAGOF_22925,LGENEP_23150,BOACPM_19955,GEHLKP_23525,HGDNEH_23315,KDBOED_23120,CCFJDI_23475,OJCCDD_23105,MLAAMA_23715,OHBKOH_23295,CMGKAF_23980,BMJMLA_23450,OMOEPE_21670,CODKGK_23805,CMJGGH_23665,JAPNBN_23595,GMMDCK_23650
group_1623,,Cytoplasmic protein,36,36,1.0,6,159,,,,435,435,435.0,PELDJG_21845,IDBKBP_22715,LPINFE_23385,ECBHDB_23295,DADOMI_22525,ELDHGE_22600,MDPJHN_23250,HFNKEK_22660,AIPMEA_22545,AKMJEK_22585,PAKNIB_22600,NPKKGL_22605,NCNPLN_23255,HICFFN_21450,PDGMNN_22745,LNCDGL_22720,MOCNOJ_22775,MBAGMH_22605,FCFEDA_22715,KIAGOF_22635,LGENEP_22860,BOACPM_22995,GEHLKP_23230,HGDNEH_23025,KDBOED_22430,CCFJDI_22975,OJCCDD_22815,MLAAMA_23260,OHBKOH_23005,CMGKAF_19295,BMJMLA_23160,OMOEPE_20170,CODKGK_23510,CMJGGH_20100,JAPNBN_23305,GMMDCK_23360
thiE,thiE,thiamine phosphate synthase,36,36,1.0,6,158,,,,636,636,636.0,PELDJG_21820,IDBKBP_22690,LPINFE_23360,ECBHDB_23270,DADOMI_22500,ELDHGE_22575,MDPJHN_23225,HFNKEK_22635,AIPMEA_22520,AKMJEK_22560,PAKNIB_22575,NPKKGL_22580,NCNPLN_23230,HICFFN_21425,PDGMNN_22720,LNCDGL_22695,MOCNOJ_22750,MBAGMH_22580,FCFEDA_22690,KIAGOF_22610,LGENEP_22835,BOACPM_22970,GEHLKP_23205,HGDNEH_23000,KDBOED_22405,CCFJDI_22950,OJCCDD_22790,MLAAMA_23235,OHBKOH_22980,CMGKAF_19320,BMJMLA_23135,OMOEPE_20145,CODKGK_23485,CMJGGH_20125,JAPNBN_23280,GMMDCK_23335
cysG,cysG,siroheme synthase CysG,36,36,1.0,6,157,,,,1374,1374,1374.0,PELDJG_22055,IDBKBP_19365,LPINFE_16530,ECBHDB_17600,DADOMI_18215,ELDHGE_19650,MDPJHN_19495,HFNKEK_19665,AIPMEA_22750,AKMJEK_19430,PAKNIB_19465,NPKKGL_19655,NCNPLN_20425,HICFFN_21660,PDGMNN_19700,LNCDGL_19465,MOCNOJ_19510,MBAGMH_19260,FCFEDA_19940,KIAGOF_19670,LGENEP_18850,BOACPM_19675,GEHLKP_19185,HGDNEH_19460,KDBOED_22635,CCFJDI_17590,OJCCDD_19105,MLAAMA_23465,OHBKOH_18420,CMGKAF_19085,BMJMLA_18365,OMOEPE_07465,CODKGK_18770,CMJGGH_19890,JAPNBN_19160,GMMDCK_19185
group_1622,,DUF1488 domain-containing protein,36,36,1.0,6,156,,,,258,258,258.0,PELDJG_22195,IDBKBP_22900,LPINFE_16915,ECBHDB_23490,DADOMI_23020,ELDHGE_22785,MDPJHN_23435,HFNKEK_22845,AIPMEA_22890,AKMJEK_22770,PAKNIB_22785,NPKKGL_22790,NCNPLN_23440,HICFFN_22680,PDGMNN_22930,LNCDGL_22905,MOCNOJ_22960,MBAGMH_22945,FCFEDA_22900,KIAGOF_22820,LGENEP_23045,BOACPM_20060,GEHLKP_23420,HGDNEH_23210,KDBOED_23015,CCFJDI_23370,OJCCDD_23000,MLAAMA_23610,OHBKOH_23190,CMGKAF_23875,BMJMLA_23345,OMOEPE_21565,CODKGK_23700,CMJGGH_23560,JAPNBN_23490,GMMDCK_23545
rpoA,rpoA,DNA-directed RNA polymerase subunit alpha,36,36,1.0,6,155,,,,990,990,990.0,PELDJG_22270,IDBKBP_22975,LPINFE_16840,ECBHDB_23565,DADOMI_23095,ELDHGE_22860,MDPJHN_23510,HFNKEK_22920,AIPMEA_22965,AKMJEK_22845,PAKNIB_22860,NPKKGL_22865,NCNPLN_23515,HICFFN_22755,PDGMNN_23005,LNCDGL_22980,MOCNOJ_23035,MBAGMH_23020,FCFEDA_22975,KIAGOF_22895,LGENEP_23120,BOACPM_19985,GEHLKP_23495,HGDNEH_23285,KDBOED_23090,CCFJDI_23445,OJCCDD_23075,MLAAMA_23685,OHBKOH_23265,CMGKAF_23950,BMJMLA_23420,OMOEPE_21640,CODKGK_23775,CMJGGH_23635,JAPNBN_23565,GMMDCK_23620
group_1621,,DUF4223 domain-containing protein,36,36,1.0,6,154,,,,171,171,171.0,PELDJG_19365,IDBKBP_19350,LPINFE_16515,ECBHDB_17585,DADOMI_18200,ELDHGE_19635,MDPJHN_19480,HFNKEK_19650,AIPMEA_20200,AKMJEK_19415,PAKNIB_19450,NPKKGL_19640,NCNPLN_20410,HICFFN_20890,PDGMNN_19685,LNCDGL_19450,MOCNOJ_19495,MBAGMH_19245,FCFEDA_19925,KIAGOF_19655,LGENEP_18835,BOACPM_19660,GEHLKP_19170,HGDNEH_19445,KDBOED_20740,CCFJDI_17575,OJCCDD_19090,MLAAMA_21165,OHBKOH_18405,CMGKAF_19070,BMJMLA_18350,OMOEPE_07450,CODKGK_18755,CMJGGH_19875,JAPNBN_19145,GMMDCK_19170
rplF,rplF,50S ribosomal protein L6,36,36,1.0,6,153,,,,534,534,534.0,PELDJG_22320,IDBKBP_23025,LPINFE_16790,ECBHDB_23615,DADOMI_23145,ELDHGE_22910,MDPJHN_23560,HFNKEK_22970,AIPMEA_23015,AKMJEK_22895,PAKNIB_22910,NPKKGL_22915,NCNPLN_23565,HICFFN_22805,PDGMNN_23055,LNCDGL_23030,MOCNOJ_23085,MBAGMH_23070,FCFEDA_23025,KIAGOF_22945,LGENEP_23170,BOACPM_19935,GEHLKP_23545,HGDNEH_23335,KDBOED_23140,CCFJDI_23495,OJCCDD_23125,MLAAMA_23735,OHBKOH_23315,CMGKAF_24000,BMJMLA_23470,OMOEPE_21690,CODKGK_23825,CMJGGH_23685,JAPNBN_23615,GMMDCK_23670
trkA,trkA,Trk system potassium transporter TrkA,36,36,1.0,6,152,,,,1377,1377,1377.0,PELDJG_22240,IDBKBP_22945,LPINFE_16870,ECBHDB_23535,DADOMI_23065,ELDHGE_22830,MDPJHN_23480,HFNKEK_22890,AIPMEA_22935,AKMJEK_22815,PAKNIB_22830,NPKKGL_22835,NCNPLN_23485,HICFFN_22725,PDGMNN_22975,LNCDGL_22950,MOCNOJ_23005,MBAGMH_22990,FCFEDA_22945,KIAGOF_22865,LGENEP_23090,BOACPM_20015,GEHLKP_23465,HGDNEH_23255,KDBOED_23060,CCFJDI_23415,OJCCDD_23045,MLAAMA_23655,OHBKOH_23235,CMGKAF_23920,BMJMLA_23390,OMOEPE_21610,CODKGK_23745,CMJGGH_23605,JAPNBN_23535,GMMDCK_23590
ugpQ,ugpQ,glycerophosphodiester phosphodiesterase,36,36,1.0,6,151,,,,741,741,741.0,PELDJG_19050,IDBKBP_19040,LPINFE_16205,ECBHDB_17275,DADOMI_17890,ELDHGE_19325,MDPJHN_19170,HFNKEK_19340,AIPMEA_19890,AKMJEK_19105,PAKNIB_19140,NPKKGL_19330,NCNPLN_20100,HICFFN_20580,PDGMNN_19370,LNCDGL_19140,MOCNOJ_19185,MBAGMH_18935,FCFEDA_19610,KIAGOF_19340,LGENEP_18520,BOACPM_19350,GEHLKP_18860,HGDNEH_19135,KDBOED_20430,CCFJDI_17265,OJCCDD_18780,MLAAMA_20855,OHBKOH_18095,CMGKAF_18760,BMJMLA_18040,OMOEPE_07135,CODKGK_18440,CMJGGH_19565,JAPNBN_18835,GMMDCK_18860
gntK,gntK,gluconokinase,36,36,1.0,6,150,,,,534,534,534.0,PELDJG_19110,IDBKBP_19100,LPINFE_16265,ECBHDB_17335,DADOMI_17950,ELDHGE_19385,MDPJHN_19230,HFNKEK_19400,AIPMEA_19950,AKMJEK_19165,PAKNIB_19200,NPKKGL_19390,NCNPLN_20160,HICFFN_20640,PDGMNN_19430,LNCDGL_19200,MOCNOJ_19245,MBAGMH_18995,FCFEDA_19670,KIAGOF_19400,LGENEP_18580,BOACPM_19410,GEHLKP_18920,HGDNEH_19195,KDBOED_20490,CCFJDI_17325,OJCCDD_18840,MLAAMA_20915,OHBKOH_18155,CMGKAF_18820,BMJMLA_18100,OMOEPE_07195,CODKGK_18500,CMJGGH_19625,JAPNBN_18895,GMMDCK_18920
